"","PMID","title","author_list","citation","journal","year","DOI","position","author_name","lead_or_other"
"264",22488187,"Electrode type and placement configuration for quadriceps activation evaluation","Pietrosimone BG, Selkow NM, Ingersoll CD, Hart JM, Saliba SA.","J Athl Train. 2011 Nov-Dec;46(6):621-8. doi: 10.4085/1062-6050-46.6.621.","J Athl Train",2011,"10.4085/1062-6050-46.6.621","lead_author","Pietrosimone BG","lead"
"265",22292430,"Inter-limb differences in quadriceps strength and volitional activation","Pietrosimone BG, Park CM, Gribble PA, Pfile KR, Tevald MA.","J Sports Sci. 2012;30(5):471-7. doi: 10.1080/02640414.2011.645054. Epub 2012 Jan 31.","J Sports Sci",2012,"10.1080/02640414.2011.645054","lead_author","Pietrosimone BG","lead"
"266",21589667,"Contralateral effects of disinhibitory tens on quadriceps function in people with knee osteoarthritis following unilateral treatment","Pietrosimone BG, Saliba SA, Hart JM, Hertel J, Ingersoll CD.","N Am J Sports Phys Ther. 2010 Sep;5(3):111-21.","N Am J Sports Phys Ther",2010,NA,"lead_author","Pietrosimone BG","lead"
"267",14498796,"Consequences of specific processing of emotional information: Impact of general versus specific autobiographical memory priming on emotion elicitation","Philippot P, Schaefer A, Herbette G.","Emotion. 2003 Sep;3(3):270-83. doi: 10.1037/1528-3542.3.3.270.","Emotion",2003,"10.1037/1528-3542.3.3.270","lead_author","Philippot P","lead"
"268",30847939,"Prior muscle activation affects the compound muscle action potential","Peterson GW, Tsao BE, Nist LD, Estevez D, Brandstater ME.","Muscle Nerve. 2019 Jul;60(1):25-31. doi: 10.1002/mus.26463. Epub 2019 Mar 25.","Muscle Nerve",2019,"10.1002/mus.26463","lead_author","Peterson GW","lead"
"269",28253262,"Voluntary activation of biceps-to-triceps and deltoid-to-triceps transfers in quadriplegia","Peterson CL, Bednar MS, Bryden AM, Keith MW, Perreault EJ, Murray WM.","PLoS One. 2017 Mar 2;12(3):e0171141. doi: 10.1371/journal.pone.0171141. eCollection 2017.","PLoS One",2017,"10.1371/journal.pone.0171141","lead_author","Peterson CL","lead"
"270",20358218,"Neural and muscular adjustments following repeated running sprints","Perrey S, Racinais S, Saimouaa K, Girard O.","Eur J Appl Physiol. 2010 Aug;109(6):1027-36. doi: 10.1007/s00421-010-1445-3. Epub 2010 Apr 1.","Eur J Appl Physiol",2010,"10.1007/s00421-010-1445-3","lead_author","Perrey S","lead"
"271",24668379,"Neuromuscular adjustments of the knee extensors and plantar flexors following match-play tennis in the heat","Périard JD, Girard O, Racinais S.","Br J Sports Med. 2014 Apr;48 Suppl 1(Suppl 1):i45-i51. doi: 10.1136/bjsports-2013-093160.","Br J Sports Med",2014,"10.1136/bjsports-2013-093160","lead_author","Périard JD","lead"
"272",21364487,"Central and peripheral fatigue during passive and exercise-induced hyperthermia","Périard JD, Caillaud C, Thompson MW.","Med Sci Sports Exerc. 2011 Sep;43(9):1657-65. doi: 10.1249/MSS.0b013e3182148a9a.","Med Sci Sports Exerc",2011,"10.1249/MSS.0b013e3182148a9a","lead_author","Périard JD","lead"
"273",21188412,"Neuromuscular function following prolonged intense self-paced exercise in hot climatic conditions","Périard JD, Cramer MN, Chapman PG, Caillaud C, Thompson MW.","Eur J Appl Physiol. 2011 Aug;111(8):1561-9. doi: 10.1007/s00421-010-1781-3. Epub 2010 Dec 28.","Eur J Appl Physiol",2011,"10.1007/s00421-010-1781-3","lead_author","Périard JD","lead"
"274",22499566,"Skeletal muscle strength and endurance are maintained during moderate dehydration","Périard JD, Tammam AH, Thompson MW.","Int J Sports Med. 2012 Aug;33(8):607-12. doi: 10.1055/s-0032-1306327. Epub 2012 Apr 12.","Int J Sports Med",2012,"10.1055/s-0032-1306327","lead_author","Périard JD","lead"
"275",34844033,"A voluntary activation deficit in m. abductor hallucis exists in asymptomatic feet","Pérez Olivera AL, Solan MC, Karamanidis K, Mileva KN, James DC.","J Biomech. 2021 Nov 12;130:110863. doi: 10.1016/j.jbiomech.2021.110863. Online ahead of print.","J Biomech",2021,"10.1016/j.jbiomech.2021.110863","lead_author","Pérez Olivera AL","lead"
"276",33109241,"Sex differences in fatigability after ischemic preconditioning of non-exercising limbs","Pereira HM, de Lima FF, Silva BM, Kohn AF.","Biol Sex Differ. 2020 Oct 27;11(1):59. doi: 10.1186/s13293-020-00338-z.","Biol Sex Differ",2020,"10.1186/s13293-020-00338-z","lead_author","Pereira HM","lead"
"277",19401949,"Manipulation of rest period length induces different causes of fatigue in vertical jumping","Pereira G, Morse C, Ugrinowitsch C, Rodacki A, Kokubun E, Fowler N.","Int J Sports Med. 2009 May;30(5):325-30. doi: 10.1055/s-0029-1202260. Epub 2009 Apr 28.","Int J Sports Med",2009,"10.1055/s-0029-1202260","lead_author","Pereira G","lead"
"278",29428788,"A pilot study of a novel therapeutic approach to obesity: CNS modification by N.I.R. H.E.G. neurofeedback","Percik R, Cina J, Even B, Gitler A, Geva D, Seluk L, Livny A.","Clin Nutr. 2019 Feb;38(1):258-263. doi: 10.1016/j.clnu.2018.01.023. Epub 2018 Feb 15.","Clin Nutr",2019,"10.1016/j.clnu.2018.01.023","lead_author","Percik R","lead"
"279",12439772,"Central versus peripheral adaptations following eccentric resistance training","Pensini M, Martin A, Maffiuletti NA.","Int J Sports Med. 2002 Nov;23(8):567-74. doi: 10.1055/s-2002-35558.","Int J Sports Med",2002,"10.1055/s-2002-35558","lead_author","Pensini M","lead"
"280",24345972,"Neuromuscular fatigue to power loading using a weight-stack device fitted with or without additional rubber band resistance","Peltonen H, Walker S, Häkkinen K, Avela J.","J Strength Cond Res. 2014 Jul;28(7):1802-11. doi: 10.1519/JSC.0000000000000346.","J Strength Cond Res",2014,"10.1519/JSC.0000000000000346","lead_author","Peltonen H","lead"
"281",19946699,"Voluntary activation of the ankle plantar flexors following whole-body vibration","Pellegrini MJ, Lythgo ND, Morgan DL, Galea MP.","Eur J Appl Physiol. 2010 Mar;108(5):927-34. doi: 10.1007/s00421-009-1304-2. Epub 2009 Nov 28.","Eur J Appl Physiol",2010,"10.1007/s00421-009-1304-2","lead_author","Pellegrini MJ","lead"
"282",15316785,"Model of head-neck joint fast movements in the frontal plane","Pedrocchi A, Ferrigno G.","Biol Cybern. 2004 Jun;90(6):377-89. doi: 10.1007/s00422-004-0481-7. Epub 2004 Jul 9.","Biol Cybern",2004,"10.1007/s00422-004-0481-7","lead_author","Pedrocchi A","lead"
"283",16523507,"Influence of time of day on tendon compliance and estimations of voluntary activation levels","Pearson SJ, Onambele GN.","Muscle Nerve. 2006 Jun;33(6):792-800. doi: 10.1002/mus.20529.","Muscle Nerve",2006,"10.1002/mus.20529","lead_author","Pearson SJ","lead"
"284",25811424,"Simulated motion negatively affects motor task but not neuromuscular performance","Pearcey GE, MacKinnon SN, Button DC.","Ergonomics. 2015;58(10):1701-13. doi: 10.1080/00140139.2015.1026405. Epub 2015 Apr 28.","Ergonomics",2015,"10.1080/00140139.2015.1026405","lead_author","Pearcey GE","lead"
"285",25043506,"Neuromuscular fatigue of the knee extensors during repeated maximal intensity intermittent-sprints on a cycle ergometer","Pearcey GE, Murphy JR, Behm DG, Hay DC, Power KE, Button DC.","Muscle Nerve. 2015 Apr;51(4):569-79. doi: 10.1002/mus.24342. Epub 2015 Feb 11.","Muscle Nerve",2015,"10.1002/mus.24342","lead_author","Pearcey GE","lead"
"286",34337885,"Residual force enhancement in humans: Is there a true non-responder?","Paternoster FK, Holzer D, Arlt A, Schwirtz A, Seiberl W.","Physiol Rep. 2021 Aug;9(15):e14944. doi: 10.14814/phy2.14944.","Physiol Rep",2021,"10.14814/phy2.14944","lead_author","Paternoster FK","lead"
"287",19164833,"Caffeines enhancement of maximal voluntary strength and activation in uninjured but not injured muscle","Park ND, Maresca RD, McKibans KI, Morgan DR, Allen TS, Warren GL.","Int J Sport Nutr Exerc Metab. 2008 Dec;18(6):639-52. doi: 10.1123/ijsnem.18.6.639.","Int J Sport Nutr Exerc Metab",2008,"10.1123/ijsnem.18.6.639","lead_author","Park ND","lead"
"288",30412032,"Effect of carbohydrate ingestion on central fatigue during prolonged running exercise in moderate hypoxia","Paris HL, Fulton TJ, Chapman RF, Fly AD, Koceja DM, Mickleborough TD.","J Appl Physiol (1985). 2019 Jan 1;126(1):141-151. doi: 10.1152/japplphysiol.00684.2018. Epub 2018 Nov 9.","J Appl Physiol (1985)",2019,"10.1152/japplphysiol.00684.2018","lead_author","Paris HL","lead"
"289",33008432,"Home-based motor imagery intervention improves functional performance following total knee arthroplasty in the short term: a randomized controlled trial","Paravlic AH, Maffulli N, Kovac S, Pisot R.","J Orthop Surg Res. 2020 Oct 2;15(1):451. doi: 10.1186/s13018-020-01964-4.","J Orthop Surg Res",2020,"10.1186/s13018-020-01964-4","lead_author","Paravlic AH","lead"
"290",14656666,"Strength and voluntary activation of the quadriceps femoris muscle at different severities of osteoarthritic knee joint damage","Pap G, Machner A, Awiszus F.","J Orthop Res. 2004 Jan;22(1):96-103. doi: 10.1016/S0736-0266(03)00128-1.","J Orthop Res",2004,"10.1016/S0736-0266(03)00128-1","lead_author","Pap G","lead"
"291",26342187,"Spinal and supraspinal mechanisms affecting torque development at different joint angles","Papaiordanidou M, Mustacchi V, Stevenot JD, Vanoncini M, Martin A.","Muscle Nerve. 2016 Apr;53(4):626-32. doi: 10.1002/mus.24895. Epub 2015 Dec 29.","Muscle Nerve",2016,"10.1002/mus.24895","lead_author","Papaiordanidou M","lead"
"292",24797162,"Electrically induced torque decrease reflects more than muscle fatigue","Papaiordanidou M, Stevenot JD, Mustacchi V, Vanoncini M, Martin A.","Muscle Nerve. 2014 Oct;50(4):604-7. doi: 10.1002/mus.24276. Epub 2014 Aug 30.","Muscle Nerve",2014,"10.1002/mus.24276","lead_author","Papaiordanidou M","lead"
"293",19882645,"Kinetics of neuromuscular changes during low-frequency electrical stimulation","Papaiordanidou M, Guiraud D, Varray A.","Muscle Nerve. 2010 Jan;41(1):54-62. doi: 10.1002/mus.21427.","Muscle Nerve",2010,"10.1002/mus.21427","lead_author","Papaiordanidou M","lead"
"294",32184070,"The impact of exercise training on fatigue in patients with chronic obstructive pulmonary disease: a systematic review and meta-analysis","Paneroni M, Vitacca M, Venturelli M, Simonelli C, Bertacchini L, Scalvini S, Schena F, Ambrosino N.","Pulmonology. 2020 Sep-Oct;26(5):304-313. doi: 10.1016/j.pulmoe.2020.02.004. Epub 2020 Mar 14.","Pulmonology",2020,"10.1016/j.pulmoe.2020.02.004","lead_author","Paneroni M","lead"
"295",28732481,"Central and peripheral fatigue development in the shoulder muscle with obesity during an isometric endurance task","Pajoutan M, Ghesmaty Sangachin M, Cavuoto LA.","BMC Musculoskelet Disord. 2017 Jul 21;18(1):314. doi: 10.1186/s12891-017-1676-0.","BMC Musculoskelet Disord",2017,"10.1186/s12891-017-1676-0","lead_author","Pajoutan M","lead"
"296",16271009,"Electrical stimulation superimposed onto voluntary muscular contraction","Paillard T, Noé F, Passelergue P, Dupui P.","Sports Med. 2005;35(11):951-66. doi: 10.2165/00007256-200535110-00003.","Sports Med",2005,"10.2165/00007256-200535110-00003","lead_author","Paillard T","lead"
"297",25762914,"Mental fatigue induced by prolonged self-regulation does not exacerbate central fatigue during subsequent whole-body endurance exercise","Pageaux B, Marcora SM, Rozand V, Lepers R.","Front Hum Neurosci. 2015 Feb 25;9:67. doi: 10.3389/fnhum.2015.00067. eCollection 2015.","Front Hum Neurosci",2015,"10.3389/fnhum.2015.00067","lead_author","Pageaux B","lead"
"298",23698244,"Prolonged mental exertion does not alter neuromuscular function of the knee extensors","Pageaux B, Marcora SM, Lepers R.","Med Sci Sports Exerc. 2013 Dec;45(12):2254-64. doi: 10.1249/MSS.0b013e31829b504a.","Med Sci Sports Exerc",2013,"10.1249/MSS.0b013e31829b504a","lead_author","Pageaux B","lead"
"299",19767803,"The effect of an inverted body position on lower limb muscle force and activation","Paddock N, Behm D.","Appl Physiol Nutr Metab. 2009 Aug;34(4):673-80. doi: 10.1139/H09-056.","Appl Physiol Nutr Metab",2009,"10.1139/H09-056","lead_author","Paddock N","lead"
"300",24933688,"Long-term deficits in quadriceps strength and activation following anterior cruciate ligament reconstruction","Otzel DM, Chow JW, Tillman MD.","Phys Ther Sport. 2015 Feb;16(1):22-8. doi: 10.1016/j.ptsp.2014.02.003. Epub 2014 Feb 21.","Phys Ther Sport",2015,"10.1016/j.ptsp.2014.02.003","lead_author","Otzel DM","lead"
"301",31483411,"Considering the Long-Term Effects of Pain on Patient Outcomes During the Postoperative Recovery Period: Commentary on an article by Brian J. Loyd, PT, PhD, et al.: ""Peripheral Nociception Is Associated with Voluntary Activation Deficits and Quadriceps Weakness Following Total Knee Arthroplasty""","Osman BM.","J Bone Joint Surg Am. 2019 Sep 4;101(17):e91. doi: 10.2106/JBJS.19.00684.","J Bone Joint Surg Am",2019,"10.2106/JBJS.19.00684","lead_author","Osman BM","lead"
"302",12777410,"Variability in the interpolated twitch torque for maximal and submaximal voluntary contractions","Oskouei MA, Van Mazijk BC, Schuiling MH, Herzog W.","J Appl Physiol (1985). 2003 Oct;95(4):1648-55. doi: 10.1152/japplphysiol.01189.2002. Epub 2003 May 30.","J Appl Physiol (1985)",2003,"10.1152/japplphysiol.01189.2002","lead_author","Oskouei MA","lead"
"303",16850317,"The dependence of force enhancement on activation in human adductor pollicis","Oskouei AE, Herzog W.","Eur J Appl Physiol. 2006 Sep;98(1):22-9. doi: 10.1007/s00421-006-0170-4. Epub 2006 Jul 19.","Eur J Appl Physiol",2006,"10.1007/s00421-006-0170-4","lead_author","Oskouei AE","lead"
"304",31175438,"The effect of cycling in the heat on gastrointestinal-induced damage and neuromuscular fatigue","Osborne JO, Stewart IB, Beagley KW, Minett GM.","Eur J Appl Physiol. 2019 Aug;119(8):1829-1840. doi: 10.1007/s00421-019-04172-z. Epub 2019 Jun 7.","Eur J Appl Physiol",2019,"10.1007/s00421-019-04172-z","lead_author","Osborne JO","lead"
"305",15103463,"Effects of voluntary activation level on force exerted by human adductor pollicis muscle during rapid stretches","Onambele GN, Bruce SA, Woledge RC.","Pflugers Arch. 2004 Jul;448(4):457-61. doi: 10.1007/s00424-004-1265-6. Epub 2004 Apr 22.","Pflugers Arch",2004,"10.1007/s00424-004-1265-6","lead_author","Onambele GN","lead"
"306",16455811,"Calf muscle-tendon properties and postural balance in old age","Onambele GL, Narici MV, Maganaris CN.","J Appl Physiol (1985). 2006 Jun;100(6):2048-56. doi: 10.1152/japplphysiol.01442.2005. Epub 2006 Feb 2.","J Appl Physiol (1985)",2006,"10.1152/japplphysiol.01442.2005","lead_author","Onambele GL","lead"
"307",16911252,"Oestrogen status in relation to the early training responses in human thumb adductor muscles","Onambele GN, Bruce SA, Woledge RC.","Acta Physiol (Oxf). 2006 Sep;188(1):41-52. doi: 10.1111/j.1748-1716.2006.01597.x.","Acta Physiol (Oxf)",2006,"10.1111/j.1748-1716.2006.01597.x","lead_author","Onambele GN","lead"
"308",33535411,"Reliability of Tibialis Anterior Muscle Voluntary Activation Using the Interpolated Twitch Technique and the Central Activation Ratio in People with Stroke","Olsen S, Signal N, Niazi IK, Alder G, Rashid U, Nedergaard RB, Taylor D.","Brain Sci. 2021 Feb 1;11(2):176. doi: 10.3390/brainsci11020176.","Brain Sci",2021,"10.3390/brainsci11020176","lead_author","Olsen S","lead"
"309",28906348,"Effect of Anodal Transcranial Direct Current Stimulation of the Motor Cortex on Elbow Flexor Muscle Strength in the Very Old","Oki K, Clark LA, Amano S, Clark BC.","J Geriatr Phys Ther. 2019 Oct/Dec;42(4):243-248. doi: 10.1519/JPT.0000000000000145.","J Geriatr Phys Ther",2019,"10.1519/JPT.0000000000000145","lead_author","Oki K","lead"
"310",18304835,"In vivo behaviour of human muscle architecture and mechanomyographic response using the interpolated twitch technique","Ohta Y, Shima N, Yabe K.","J Electromyogr Kinesiol. 2009 Jun;19(3):e154-61. doi: 10.1016/j.jelekin.2008.01.004. Epub 2008 Mar 4.","J Electromyogr Kinesiol",2009,"10.1016/j.jelekin.2008.01.004","lead_author","Ohta Y","lead"
"311",22350360,"Different modulation pattern of spinal stretch reflex excitability in highly trained endurance runners","Ogawa T, Kawashima N, Suzuki S, Nakazawa K.","Eur J Appl Physiol. 2012 Oct;112(10):3641-8. doi: 10.1007/s00421-012-2351-7. Epub 2012 Feb 16.","Eur J Appl Physiol",2012,"10.1007/s00421-012-2351-7","lead_author","Ogawa T","lead"
"312",24209769,"Higher ventilatory responses during and after passive walking-like leg movement in older individuals","Ogata H, Fujimaru I, Yamada K, Kondo T.","J Physiol Anthropol. 2013 Nov 8;32(1):20. doi: 10.1186/1880-6805-32-20.","J Physiol Anthropol",2013,"10.1186/1880-6805-32-20","lead_author","Ogata H","lead"
"313",33678152,"Mental fatigue independent of boredom and sleepiness does not impact self-paced physical or cognitive performance in normoxia or hypoxia","O'Keeffe K, Raccuglia G, Hodder S, Lloyd A.","J Sports Sci. 2021 Aug;39(15):1687-1699. doi: 10.1080/02640414.2021.1896104. Epub 2021 Mar 6.","J Sports Sci",2021,"10.1080/02640414.2021.1896104","lead_author","O'Keeffe K","lead"
"314",19748968,"In vivo measurements of muscle specific tension in adults and children","O'Brien TD, Reeves ND, Baltzopoulos V, Jones DA, Maganaris CN.","Exp Physiol. 2010 Jan;95(1):202-10. doi: 10.1113/expphysiol.2009.048967. Epub 2009 Sep 11.","Exp Physiol",2010,"10.1113/expphysiol.2009.048967","lead_author","O'Brien TD","lead"
"315",19471955,"The effects of agonist and antagonist muscle activation on the knee extension moment-angle relationship in adults and children","O'Brien TD, Reeves ND, Baltzopoulos V, Jones DA, Maganaris CN.","Eur J Appl Physiol. 2009 Aug;106(6):849-56. doi: 10.1007/s00421-009-1088-4. Epub 2009 May 27.","Eur J Appl Physiol",2009,"10.1007/s00421-009-1088-4","lead_author","O'Brien TD","lead"
"316",18521621,"Assessment of voluntary muscle activation using magnetic stimulation","O'Brien TD, Reeves ND, Baltzopoulos V, Jones DA, Maganaris CN.","Eur J Appl Physiol. 2008 Sep;104(1):49-55. doi: 10.1007/s00421-008-0782-y. Epub 2008 Jun 3.","Eur J Appl Physiol",2008,"10.1007/s00421-008-0782-y","lead_author","O'Brien TD","lead"
"317",33687530,"Plantar flexor voluntary activation capacity, strength and function in cerebral palsy","O'Brien SM, Carroll TJ, Barber LA, Lichtwark GA.","Eur J Appl Physiol. 2021 Jun;121(6):1733-1741. doi: 10.1007/s00421-021-04638-z. Epub 2021 Mar 9.","Eur J Appl Physiol",2021,"10.1007/s00421-021-04638-z","lead_author","O'Brien SM","lead"
"318",33324326,"Impact of Lower Limb Active Movement Training in Individuals With Spastic Type Cerebral Palsy on Neuromuscular Control Outcomes: A Systematic Review","O'Brien SM, Lichtwark GA, Carroll TJ, Barber LA.","Front Neurol. 2020 Nov 26;11:581892. doi: 10.3389/fneur.2020.581892. eCollection 2020.","Front Neurol",2020,"10.3389/fneur.2020.581892","lead_author","O'Brien SM","lead"
"319",11509498,"Hyperthermia and central fatigue during prolonged exercise in humans","Nybo L, Nielsen B.","J Appl Physiol (1985). 2001 Sep;91(3):1055-60. doi: 10.1152/jappl.2001.91.3.1055.","J Appl Physiol (1985)",2001,"10.1152/jappl.2001.91.3.1055","lead_author","Nybo L","lead"
"320",23247710,"Markers of muscle damage and performance recovery after exercise in the heat","Nybo L, Girard O, Mohr M, Knez W, Voss S, Racinais S.","Med Sci Sports Exerc. 2013 May;45(5):860-8. doi: 10.1249/MSS.0b013e31827ded04.","Med Sci Sports Exerc",2013,"10.1249/MSS.0b013e31827ded04","lead_author","Nybo L","lead"
"321",15142684,"Cerebral perturbations provoked by prolonged exercise","Nybo L, Secher NH.","Prog Neurobiol. 2004 Mar;72(4):223-61. doi: 10.1016/j.pneurobio.2004.03.005.","Prog Neurobiol",2004,"10.1016/j.pneurobio.2004.03.005","lead_author","Nybo L","lead"
"322",12673141,"CNS fatigue and prolonged exercise: effect of glucose supplementation","Nybo L.","Med Sci Sports Exerc. 2003 Apr;35(4):589-94. doi: 10.1249/01.MSS.0000058433.85789.66.","Med Sci Sports Exerc",2003,"10.1249/01.MSS.0000058433.85789.66","lead_author","Nybo L","lead"
"323",30496711,"CORP: Measurement of upper and lower limb muscle strength and voluntary activation","Nuzzo JL, Taylor JL, Gandevia SC.","J Appl Physiol (1985). 2019 Mar 1;126(3):513-543. doi: 10.1152/japplphysiol.00569.2018. Epub 2018 Nov 29.","J Appl Physiol (1985)",2019,"10.1152/japplphysiol.00569.2018","lead_author","Nuzzo JL","lead"
"324",32681596,"Caffeine increases strength and power performance in resistance-trained females during early follicular phase","Norum M, Risvang LC, Bjørnsen T, Dimitriou L, Rønning PO, Bjørgen M, Raastad T.","Scand J Med Sci Sports. 2020 Nov;30(11):2116-2129. doi: 10.1111/sms.13776. Epub 2020 Aug 26.","Scand J Med Sci Sports",2020,"10.1111/sms.13776","lead_author","Norum M","lead"
"325",12972439,"Central and peripheral contributions to fatigue in relation to level of activation during repeated maximal voluntary isometric plantar flexions","Nordlund MM, Thorstensson A, Cresswell AG.","J Appl Physiol (1985). 2004 Jan;96(1):218-25. doi: 10.1152/japplphysiol.00650.2003. Epub 2003 Sep 12.","J Appl Physiol (1985)",2004,"10.1152/japplphysiol.00650.2003","lead_author","Nordlund MM","lead"
"326",33071813,"A New Approach to Evaluate Neuromuscular Fatigue of Extensor Elbow Muscles","Norberto MS, de Arruda TB, Papoti M.","Front Physiol. 2020 Sep 23;11:553296. doi: 10.3389/fphys.2020.553296. eCollection 2020.","Front Physiol",2020,"10.3389/fphys.2020.553296","lead_author","Norberto MS","lead"
"327",24504427,"Neuromuscular adaptations associated with knee joint angle-specific force change","Noorkõiv M, Nosaka K, Blazevich AJ.","Med Sci Sports Exerc. 2014 Aug;46(8):1525-37. doi: 10.1249/MSS.0000000000000269.","Med Sci Sports Exerc",2014,"10.1249/MSS.0000000000000269","lead_author","Noorkõiv M","lead"
"328",30778761,"Neuromuscular adaptations to wide-pulse high-frequency neuromuscular electrical stimulation training","Neyroud D, Gonzalez M, Mueller S, Agostino D, Grosprêtre S, Maffiuletti NA, Kayser B, Place N.","Eur J Appl Physiol. 2019 May;119(5):1105-1116. doi: 10.1007/s00421-019-04100-1. Epub 2019 Feb 18.","Eur J Appl Physiol",2019,"10.1007/s00421-019-04100-1","lead_author","Neyroud D","lead"
"329",28338357,"Neuromuscular Fatigue After Repeated Jumping With Concomitant Electrical Stimulation","Neyroud D, Samararatne J, Kayser B, Place N.","Int J Sports Physiol Perform. 2017 Nov 1;12(10):1335-1340. doi: 10.1123/ijspp.2016-0571. Epub 2017 Dec 18.","Int J Sports Physiol Perform",2017,"10.1123/ijspp.2016-0571","lead_author","Neyroud D","lead"
"330",28064025,"Plantar flexor muscle weakness and fatigue in spastic cerebral palsy patients","Neyroud D, Armand S, De Coulon G, Sarah R Dias Da Silva, Maffiuletti NA, Kayser B, Place N.","Res Dev Disabil. 2017 Feb;61:66-76. doi: 10.1016/j.ridd.2016.12.015. Epub 2017 Jan 5.","Res Dev Disabil",2017,"10.1016/j.ridd.2016.12.015","lead_author","Neyroud D","lead"
"331",27445844,"Muscle Fatigue Affects the Interpolated Twitch Technique When Assessed Using Electrically-Induced Contractions in Human and Rat Muscles","Neyroud D, Cheng AJ, Bourdillon N, Kayser B, Place N, Westerblad H.","Front Physiol. 2016 Jun 28;7:252. doi: 10.3389/fphys.2016.00252. eCollection 2016.","Front Physiol",2016,"10.3389/fphys.2016.00252","lead_author","Neyroud D","lead"
"332",25682322,"Comparison of electrical nerve stimulation, electrical muscle stimulation and magnetic nerve stimulation to assess the neuromuscular function of the plantar flexor muscles","Neyroud D, Temesi J, Millet GY, Verges S, Maffiuletti NA, Kayser B, Place N.","Eur J Appl Physiol. 2015 Jul;115(7):1429-39. doi: 10.1007/s00421-015-3124-x. Epub 2015 Feb 15.","Eur J Appl Physiol",2015,"10.1007/s00421-015-3124-x","lead_author","Neyroud D","lead"
"333",24674861,"Wide-pulse-high-frequency neuromuscular stimulation of triceps surae induces greater muscle fatigue compared with conventional stimulation","Neyroud D, Dodd D, Gondin J, Maffiuletti NA, Kayser B, Place N.","J Appl Physiol (1985). 2014 May 15;116(10):1281-9. doi: 10.1152/japplphysiol.01015.2013. Epub 2014 Mar 27.","J Appl Physiol (1985)",2014,"10.1152/japplphysiol.01015.2013","lead_author","Neyroud D","lead"
"334",24197080,"The effect of muscle fatigue on stimulus intensity requirements for central and peripheral fatigue quantification","Neyroud D, Vallotton A, Millet GY, Kayser B, Place N.","Eur J Appl Physiol. 2014 Jan;114(1):205-15. doi: 10.1007/s00421-013-2760-2. Epub 2013 Nov 7.","Eur J Appl Physiol",2014,"10.1007/s00421-013-2760-2","lead_author","Neyroud D","lead"
"335",23471948,"Comparison of neuromuscular adjustments associated with sustained isometric contractions of four different muscle groups","Neyroud D, Rüttimann J, Mannion AF, Millet GY, Maffiuletti NA, Kayser B, Place N.","J Appl Physiol (1985). 2013 May 15;114(10):1426-34. doi: 10.1152/japplphysiol.01539.2012. Epub 2013 Mar 7.","J Appl Physiol (1985)",2013,"10.1152/japplphysiol.01539.2012","lead_author","Neyroud D","lead"
"336",22215181,"Mechanisms of fatigue and task failure induced by sustained submaximal contractions","Neyroud D, Maffiuletti NA, Kayser B, Place N.","Med Sci Sports Exerc. 2012 Jul;44(7):1243-51. doi: 10.1249/MSS.0b013e318245cc4d.","Med Sci Sports Exerc",2012,"10.1249/MSS.0b013e318245cc4d","lead_author","Neyroud D","lead"
"337",15034474,"Lambert-Eaton myasthenic syndrome","Newsom-Davis J.","Rev Neurol (Paris). 2004 Feb;160(2):177-80. doi: 10.1016/s0035-3787(04)70888-7.","Rev Neurol (Paris)",2004,"10.1016/s0035-3787(04)70888-7","lead_author","Newsom-Davis J","lead"
"338",15605345,"Effect of an electric stimulation facilitation program on quadriceps motor unit recruitment after stroke","Newsam CJ, Baker LL.","Arch Phys Med Rehabil. 2004 Dec;85(12):2040-5. doi: 10.1016/j.apmr.2004.02.029.","Arch Phys Med Rehabil",2004,"10.1016/j.apmr.2004.02.029","lead_author","Newsam CJ","lead"
"339",12712353,"Quadriceps voluntary activation at different joint angles measured by two stimulation techniques","Newman SA, Jones G, Newham DJ.","Eur J Appl Physiol. 2003 Jun;89(5):496-9. doi: 10.1007/s00421-003-0836-0. Epub 2003 Apr 24.","Eur J Appl Physiol",2003,"10.1007/s00421-003-0836-0","lead_author","Newman SA","lead"
"340",11394588,"Knee muscle isometric strength, voluntary activation and antagonist co-contraction in the first six months after stroke","Newham DJ, Hsiao SF.","Disabil Rehabil. 2001 Jun 15;23(9):379-86. doi: 10.1080/0963828001006656.","Disabil Rehabil",2001,"10.1080/0963828001006656","lead_author","Newham DJ","lead"
"341",23052910,"Cardiorespiratory and neuromuscular deconditioning in fatigued and non-fatigued breast cancer survivors","Neil SE, Klika RJ, Garland SJ, McKenzie DC, Campbell KL.","Support Care Cancer. 2013 Mar;21(3):873-81. doi: 10.1007/s00520-012-1600-y. Epub 2012 Sep 28.","Support Care Cancer",2013,"10.1007/s00520-012-1600-y","lead_author","Neil SE","lead"
"342",29101911,"Robust estimation of average twitch contraction forces of populations of motor units in humans","Negro F, Orizio C.","J Electromyogr Kinesiol. 2017 Dec;37:132-140. doi: 10.1016/j.jelekin.2017.10.005. Epub 2017 Oct 18.","J Electromyogr Kinesiol",2017,"10.1016/j.jelekin.2017.10.005","lead_author","Negro F","lead"
"343",31974444,"Reference Jitter Values for Concentric Needle Electrode of Orbicularis Oculi and Frontalis Muscles Using Voluntary Activation Method in Sudanese Population","Musa AMM, Ahmed AEM.","Sci Rep. 2020 Jan 23;10(1):1031. doi: 10.1038/s41598-020-58037-z.","Sci Rep",2020,"10.1038/s41598-020-58037-z","lead_author","Musa AMM","lead"
